game_id,stadium_code,sports_type,game_date,day_of_week,is_holiday,start_time,home_team_win,audience,region,accident_count,injury_count,death_count,temperature,precipitation,snow_depth,start_hour,match_정규시즌,match_포스트시즌
3132,DJ04,배구,2023-03-19,일,1,0 days 14:00:00,1,1589.0,대전 중구,2.0,2.0,0.0,15.4,0.0,0.0,14,True,False
3133,SO08,배구,2023-03-22,수,0,0 days 19:00:00,0,2977.0,서울 중구,5.0,6.0,0.0,19.5,0.0,0.0,19,False,True
3134,CA02,배구,2023-03-24,금,0,0 days 19:00:00,1,2243.0,충남 천안시,14.0,25.0,1.0,12.0,0.0,0.0,19,False,True
3135,SU05,배구,2023-03-26,일,1,0 days 14:00:00,1,3504.0,경기 수원시,8.0,12.0,0.0,14.3,0.0,0.0,14,False,True
3136,CA02,배구,2023-03-28,화,0,0 days 19:00:00,1,2679.0,충남 천안시,10.0,15.0,0.0,11.9,0.0,0.0,19,False,True
3137,IC03,배구,2023-03-30,목,0,0 days 19:00:00,1,2041.0,인천 계양구,1.0,1.0,0.0,13.1,0.0,0.0,19,False,True
3138,IC03,배구,2023-04-01,토,1,0 days 19:00:00,1,2142.0,인천 계양구,1.0,1.0,0.0,17.1,0.0,0.0,19,False,True
3139,CA02,배구,2023-04-03,월,0,0 days 19:00:00,0,3311.0,충남 천안시,9.0,10.0,0.0,20.6,0.0,0.0,19,False,True
3155,IC03,배구,2023-10-14,토,1,0 days 14:00:00,1,2186.0,인천 계양구,0.0,0.0,0.0,16.1,0.0,0.0,14,True,False
3156,SO08,배구,2023-10-15,일,1,0 days 14:00:00,1,3073.0,서울 중구,1.0,1.0,0.0,20.7,0.0,0.0,14,True,False
3157,SU05,배구,2023-10-17,화,0,0 days 19:00:00,0,1114.0,경기 수원시,21.0,26.0,0.0,14.4,0.0,0.0,19,True,False
3158,SO08,배구,2023-10-18,수,0,0 days 19:00:00,1,2847.0,서울 중구,6.0,6.0,0.0,17.6,0.0,0.0,19,True,False
3159,DJ04,배구,2023-10-19,목,0,0 days 19:00:00,1,1325.0,대전 중구,1.0,1.0,0.0,16.1,0.0,0.0,19,True,False
3160,AS01,배구,2023-10-20,금,0,0 days 19:00:00,1,2440.0,경기 안산시,11.0,14.0,0.0,10.1,0.0,0.0,19,True,False
3161,UJ01,배구,2023-10-21,토,1,0 days 14:00:00,0,2012.0,경기 의정부시,0.0,0.0,0.0,15.6,0.0,0.0,14,True,False
3162,CA02,배구,2023-10-22,일,1,0 days 14:00:00,0,2737.0,충남 천안시,7.0,10.0,0.0,17.8,0.0,0.0,14,True,False
3163,UJ01,배구,2023-10-24,화,0,0 days 19:00:00,0,775.0,경기 의정부시,3.0,4.0,0.0,14.5,0.0,0.0,19,True,False
3164,SO08,배구,2023-10-25,수,0,0 days 19:00:00,1,2903.0,서울 중구,2.0,4.0,0.0,17.7,0.0,0.0,19,True,False
3165,SU05,배구,2023-10-26,목,0,0 days 19:00:00,1,719.0,경기 수원시,10.0,11.0,0.0,18.5,0.0,0.0,19,True,False
3166,DJ04,배구,2023-10-27,금,0,0 days 19:00:00,1,1065.0,대전 중구,4.0,5.0,0.0,13.7,0.0,0.0,19,True,False
3167,IC03,배구,2023-10-28,토,1,0 days 14:00:00,1,1483.0,인천 계양구,2.0,2.0,0.0,18.7,0.0,0.0,14,True,False
3168,SU05,배구,2023-10-29,일,1,0 days 14:00:00,0,1594.0,경기 수원시,11.0,16.0,0.0,21.0,0.0,0.0,14,True,False
3169,AS01,배구,2023-10-31,화,0,0 days 19:00:00,1,1005.0,경기 안산시,11.0,14.0,0.0,14.8,0.0,0.0,19,True,False
3170,UJ01,배구,2023-11-01,수,0,0 days 19:00:00,0,1097.0,경기 의정부시,3.0,6.0,0.0,19.8,0.0,0.0,19,True,False
3171,SU05,배구,2023-11-02,목,0,0 days 19:00:00,0,719.0,경기 수원시,8.0,9.0,0.0,18.9,0.0,0.0,19,True,False
3172,AS01,배구,2023-11-03,금,0,0 days 19:00:00,1,1490.0,경기 안산시,12.0,22.0,0.0,18.7,0.0,0.0,19,True,False
3173,CA02,배구,2023-11-04,토,1,0 days 14:00:00,1,1968.0,충남 천안시,8.0,13.0,0.0,21.0,0.0,0.0,14,True,False
3174,DJ04,배구,2023-11-05,일,1,0 days 14:00:00,1,1871.0,대전 중구,5.0,11.0,0.0,24.4,0.0,0.0,14,True,False
3175,IC03,배구,2023-11-07,화,0,0 days 19:00:00,1,908.0,인천 계양구,2.0,5.0,0.0,5.8,0.0,0.0,19,True,False
3176,UJ01,배구,2023-11-08,수,0,0 days 19:00:00,0,1039.0,경기 의정부시,3.0,4.0,0.0,7.9,0.0,0.0,19,True,False
3177,SO08,배구,2023-11-09,목,0,0 days 19:00:00,1,2723.0,서울 중구,3.0,3.0,0.0,13.7,0.0,0.0,19,True,False
3178,AS01,배구,2023-11-10,금,0,0 days 19:00:00,1,1204.0,경기 안산시,13.0,19.0,1.0,3.4,0.0,0.0,19,True,False
