날짜,요일,시간,구장,홈팀,홈팀점수,원정팀,원정팀점수,홈팀승리여부,구분
2023.02.03,금,19:00,대전충무체육관,정관장,0,흥국생명,3,False,정규시즌
2023.02.04,토,16:00,김천실내체육관,한국도로공사,3,IBK기업은행,1,True,정규시즌
2023.02.05,일,16:00,서울장충체육관,GS칼텍스,3,페퍼저축은행,0,True,정규시즌
2023.02.07,화,19:00,수원체육관,현대건설,0,흥국생명,3,False,정규시즌
2023.02.08,수,19:00,화성종합실내체육관,IBK기업은행,0,정관장,3,False,정규시즌
2023.02.09,목,19:00,김천실내체육관,한국도로공사,1,GS칼텍스,3,False,정규시즌
2023.02.10,금,19:00,페퍼스타디움,페퍼저축은행,3,현대건설,2,True,정규시즌
2023.02.11,토,14:17,인천삼산월드체육관,흥국생명,1,IBK기업은행,3,False,정규시즌
2023.02.12,일,16:00,서울장충체육관,GS칼텍스,1,정관장,3,False,정규시즌
2023.02.14,화,19:00,수원체육관,현대건설,1,한국도로공사,3,False,정규시즌
2023.02.15,수,19:00,인천삼산월드체육관,흥국생명,3,페퍼저축은행,0,True,정규시즌
2023.02.16,목,19:00,화성종합실내체육관,IBK기업은행,3,GS칼텍스,1,True,정규시즌
2023.02.17,금,19:00,대전충무체육관,정관장,3,현대건설,2,True,정규시즌
2023.02.18,토,16:00,김천실내체육관,한국도로공사,2,페퍼저축은행,3,False,정규시즌
2023.02.19,일,16:00,서울장충체육관,GS칼텍스,1,흥국생명,3,False,정규시즌
2023.02.21,화,19:00,페퍼스타디움,페퍼저축은행,1,정관장,3,False,정규시즌
2023.02.22,수,19:00,화성종합실내체육관,IBK기업은행,3,현대건설,0,True,정규시즌
2023.02.23,목,19:00,인천삼산월드체육관,흥국생명,3,한국도로공사,0,True,정규시즌
2023.02.24,금,19:00,대전충무체육관,정관장,3,페퍼저축은행,1,True,정규시즌
2023.02.25,토,16:00,수원체육관,현대건설,3,IBK기업은행,2,True,정규시즌
2023.02.26,일,16:00,서울장충체육관,GS칼텍스,3,흥국생명,2,True,정규시즌
2023.02.28,화,19:00,김천실내체육관,한국도로공사,2,정관장,3,False,정규시즌
2023.03.01,수,16:00,서울장충체육관,GS칼텍스,0,현대건설,3,False,정규시즌
2023.03.02,목,19:00,페퍼스타디움,페퍼저축은행,1,흥국생명,3,False,정규시즌
2023.03.03,금,19:00,화성종합실내체육관,IBK기업은행,3,한국도로공사,1,True,정규시즌
2023.03.04,토,16:00,대전충무체육관,정관장,0,GS칼텍스,3,False,정규시즌
2023.03.05,일,16:00,수원체육관,현대건설,3,페퍼저축은행,2,True,정규시즌
2023.03.07,화,19:00,김천실내체육관,한국도로공사,3,흥국생명,1,True,정규시즌
2023.03.08,수,19:00,대전충무체육관,정관장,3,IBK기업은행,2,True,정규시즌
2023.03.09,목,19:00,서울장충체육관,GS칼텍스,3,페퍼저축은행,0,True,정규시즌
2023.03.10,금,19:00,김천실내체육관,한국도로공사,3,현대건설,2,True,정규시즌
2023.03.11,토,14:00,인천삼산월드체육관,흥국생명,3,정관장,0,True,정규시즌
2023.03.12,일,16:00,서울장충체육관,GS칼텍스,2,IBK기업은행,3,False,정규시즌
2023.03.14,화,19:00,페퍼스타디움,페퍼저축은행,0,한국도로공사,3,False,정규시즌
2023.03.15,수,19:00,화성종합실내체육관,IBK기업은행,0,흥국생명,3,False,정규시즌
2023.03.16,목,19:00,수원체육관,현대건설,1,정관장,3,False,정규시즌
2023.03.17,금,19:00,서울장충체육관,GS칼텍스,0,한국도로공사,3,False,정규시즌
2023.03.18,토,16:00,화성종합실내체육관,IBK기업은행,2,페퍼저축은행,3,False,정규시즌
2023.03.19,일,16:00,인천삼산월드체육관,흥국생명,3,현대건설,1,True,정규시즌
2023.03.23,목,19:00,수원체육관,현대건설,1,한국도로공사,3,False,플레이오프
2023.03.25,토,14:00,김천실내체육관,한국도로공사,3,현대건설,0,True,플레이오프
2023.03.29,수,19:00,인천삼산월드체육관,흥국생명,3,한국도로공사,1,True,챔피언결정전
2023.03.31,금,19:00,인천삼산월드체육관,흥국생명,3,한국도로공사,0,True,챔피언결정전
2023.04.02,일,19:00,김천실내체육관,한국도로공사,3,흥국생명,1,True,챔피언결정전
2023.04.04,화,19:00,김천실내체육관,한국도로공사,3,흥국생명,1,True,챔피언결정전
2023.04.06,목,19:00,인천삼산월드체육관,흥국생명,2,한국도로공사,3,False,챔피언결정전
2023.07.29,토,13:30,구미박정희체육관,한국도로공사,3,페퍼저축은행,1,True,조별리그
2023.07.29,토,16:20,구미박정희체육관,현대건설,3,정관장,0,True,조별리그
2023.07.30,일,13:30,구미박정희체육관,GS칼텍스,3,슈프림,0,True,조별리그
2023.07.30,일,16:00,구미박정희체육관,흥국생명,0,IBK기업은행,3,False,조별리그
2023.07.31,월,15:30,구미박정희체육관,페퍼저축은행,0,현대건설,3,False,조별리그
2023.07.31,월,19:00,구미박정희체육관,정관장,3,한국도로공사,0,True,조별리그
2023.08.01,화,15:30,구미박정희체육관,IBK기업은행,3,GS칼텍스,0,True,조별리그
2023.08.01,화,19:00,구미박정희체육관,슈프림,0,흥국생명,3,False,조별리그
2023.08.02,수,15:30,구미박정희체육관,페퍼저축은행,1,정관장,3,False,조별리그
2023.08.02,수,19:00,구미박정희체육관,한국도로공사,1,현대건설,3,False,조별리그
2023.08.03,목,15:30,구미박정희체육관,흥국생명,0,GS칼텍스,3,False,조별리그
2023.08.03,목,19:00,구미박정희체육관,IBK기업은행,2,슈프림,3,False,조별리그
2023.08.04,금,15:30,구미박정희체육관,현대건설,1,GS칼텍스,3,False,준결승
2023.08.04,금,19:00,구미박정희체육관,IBK기업은행,3,정관장,1,True,준결승
2023.08.05,토,14:18,구미박정희체육관,GS칼텍스,3,IBK기업은행,1,True,결승
2023.10.14,토,16:02,김천실내체육관,한국도로공사,0,흥국생명,3,False,정규시즌
2023.10.15,일,16:00,수원체육관,현대건설,3,페퍼저축은행,1,True,정규시즌
2023.10.17,화,19:00,대전충무체육관,정관장,3,IBK기업은행,0,True,정규시즌
2023.10.18,수,19:00,수원체육관,현대건설,2,흥국생명,3,False,정규시즌
2023.10.19,목,19:00,페퍼스타디움,페퍼저축은행,3,한국도로공사,2,True,정규시즌
2023.10.20,금,19:00,서울장충체육관,GS칼텍스,3,정관장,0,True,정규시즌
2023.10.21,토,16:00,화성종합실내체육관,IBK기업은행,1,현대건설,3,False,정규시즌
2023.10.22,일,16:00,인천삼산월드체육관,흥국생명,3,페퍼저축은행,0,True,정규시즌
2023.10.24,화,19:00,화성종합실내체육관,IBK기업은행,1,GS칼텍스,3,False,정규시즌
2023.10.25,수,19:00,수원체육관,현대건설,3,한국도로공사,1,True,정규시즌
2023.10.26,목,19:00,인천삼산월드체육관,흥국생명,2,정관장,3,False,정규시즌
2023.10.27,금,19:00,페퍼스타디움,페퍼저축은행,2,GS칼텍스,3,False,정규시즌
2023.10.28,토,16:00,김천실내체육관,한국도로공사,2,IBK기업은행,3,False,정규시즌
2023.10.29,일,16:00,대전충무체육관,정관장,3,현대건설,0,True,정규시즌
2023.10.31,화,19:00,서울장충체육관,GS칼텍스,0,흥국생명,3,False,정규시즌
2023.11.01,수,19:00,화성종합실내체육관,IBK기업은행,3,페퍼저축은행,1,True,정규시즌
2023.11.02,목,19:00,대전충무체육관,정관장,0,한국도로공사,3,False,정규시즌
2023.11.03,금,19:00,서울장충체육관,GS칼텍스,3,현대건설,0,True,정규시즌
2023.11.04,토,16:00,인천삼산월드체육관,흥국생명,3,IBK기업은행,1,True,정규시즌
2023.11.05,일,16:00,페퍼스타디움,페퍼저축은행,0,정관장,3,False,정규시즌
2023.11.07,화,19:00,서울장충체육관,GS칼텍스,3,한국도로공사,2,True,정규시즌
2023.11.08,수,19:00,화성종합실내체육관,IBK기업은행,1,흥국생명,3,False,정규시즌
2023.11.09,목,19:00,수원체육관,현대건설,3,정관장,1,True,정규시즌
2023.11.10,금,19:00,서울장충체육관,GS칼텍스,2,페퍼저축은행,3,False,정규시즌
2023.11.11,토,16:00,화성종합실내체육관,IBK기업은행,3,한국도로공사,0,True,정규시즌
2023.11.12,일,14:25,인천삼산월드체육관,흥국생명,3,현대건설,2,True,정규시즌
2023.11.14,화,19:00,서울장충체육관,GS칼텍스,3,정관장,0,True,정규시즌
2023.11.15,수,19:00,김천실내체육관,한국도로공사,3,페퍼저축은행,1,True,정규시즌
2023.11.16,목,19:00,수원체육관,현대건설,3,IBK기업은행,0,True,정규시즌
2023.11.17,금,19:00,인천삼산월드체육관,흥국생명,3,GS칼텍스,0,True,정규시즌
2023.11.18,토,16:00,김천실내체육관,한국도로공사,3,정관장,2,True,정규시즌
2023.11.19,일,16:00,페퍼스타디움,페퍼저축은행,1,IBK기업은행,3,False,정규시즌
2023.11.21,화,19:00,대전충무체육관,정관장,2,흥국생명,3,False,정규시즌
2023.11.22,수,19:00,서울장충체육관,GS칼텍스,3,한국도로공사,2,True,정규시즌
2023.11.23,목,19:00,페퍼스타디움,페퍼저축은행,0,현대건설,3,False,정규시즌
2023.11.24,금,19:00,화성종합실내체육관,IBK기업은행,3,정관장,1,True,정규시즌
2023.11.25,토,16:00,인천삼산월드체육관,흥국생명,3,한국도로공사,0,True,정규시즌
2023.11.26,일,16:00,수원체육관,현대건설,3,GS칼텍스,1,True,정규시즌
2023.11.28,화,19:00,대전충무체육관,정관장,3,페퍼저축은행,1,True,정규시즌
2023.11.29,수,19:00,서울장충체육관,GS칼텍스,3,IBK기업은행,1,True,정규시즌
2023.11.30,목,19:00,김천실내체육관,한국도로공사,1,현대건설,3,False,정규시즌
2023.12.01,금,19:00,페퍼스타디움,페퍼저축은행,2,흥국생명,3,False,정규시즌
2023.12.02,토,16:00,대전충무체육관,정관장,2,IBK기업은행,3,False,정규시즌
2023.12.03,일,16:00,서울장충체육관,GS칼텍스,0,현대건설,3,False,정규시즌
2023.12.05,화,19:00,인천삼산월드체육관,흥국생명,3,페퍼저축은행,0,True,정규시즌
2023.12.06,수,19:00,화성종합실내체육관,IBK기업은행,3,GS칼텍스,1,True,정규시즌
2023.12.07,목,19:00,수원체육관,현대건설,3,한국도로공사,1,True,정규시즌
2023.12.08,금,19:00,페퍼스타디움,페퍼저축은행,1,정관장,3,False,정규시즌
2023.12.09,토,16:00,인천삼산월드체육관,흥국생명,1,GS칼텍스,3,False,정규시즌
2023.12.10,일,16:00,김천실내체육관,한국도로공사,0,IBK기업은행,3,False,정규시즌
2023.12.12,화,19:00,수원체육관,현대건설,3,페퍼저축은행,0,True,정규시즌
2023.12.13,수,19:00,대전충무체육관,정관장,3,한국도로공사,0,True,정규시즌
2023.12.14,목,19:00,인천삼산월드체육관,흥국생명,3,IBK기업은행,2,True,정규시즌
2023.12.15,금,19:00,페퍼스타디움,페퍼저축은행,0,GS칼텍스,3,False,정규시즌
2023.12.16,토,16:00,대전충무체육관,정관장,2,현대건설,3,False,정규시즌
2023.12.17,일,16:00,김천실내체육관,한국도로공사,3,흥국생명,2,True,정규시즌
2023.12.19,화,19:00,화성종합실내체육관,IBK기업은행,3,페퍼저축은행,0,True,정규시즌
2023.12.20,수,19:00,인천삼산월드체육관,흥국생명,1,현대건설,3,False,정규시즌
2023.12.21,목,19:00,대전충무체육관,정관장,1,GS칼텍스,3,False,정규시즌
2023.12.22,금,19:00,페퍼스타디움,페퍼저축은행,2,한국도로공사,3,False,정규시즌
2023.12.23,토,16:00,화성종합실내체육관,IBK기업은행,3,현대건설,2,True,정규시즌
2023.12.24,일,16:00,인천삼산월드체육관,흥국생명,3,정관장,1,True,정규시즌
2023.12.25,월,16:00,김천실내체육관,한국도로공사,0,GS칼텍스,3,False,정규시즌
2023.12.27,수,19:00,화성종합실내체육관,IBK기업은행,1,현대건설,3,False,정규시즌
2023.12.28,목,19:00,대전충무체육관,정관장,0,흥국생명,3,False,정규시즌
2023.12.29,금,19:00,김천실내체육관,한국도로공사,3,GS칼텍스,1,True,정규시즌
2023.12.30,토,16:00,페퍼스타디움,페퍼저축은행,0,IBK기업은행,3,False,정규시즌
2023.12.31,일,16:00,인천삼산월드체육관,흥국생명,0,현대건설,3,False,정규시즌
2024.01.01,월,16:00,김천실내체육관,한국도로공사,1,정관장,3,False,정규시즌
2024.01.02,화,19:00,서울장충체육관,GS칼텍스,3,페퍼저축은행,0,True,정규시즌
2024.01.04,목,19:00,화성종합실내체육관,IBK기업은행,2,흥국생명,3,False,정규시즌
2024.01.05,금,19:00,김천실내체육관,한국도로공사,0,현대건설,3,False,정규시즌
2024.01.06,토,16:00,대전충무체육관,정관장,3,GS칼텍스,0,True,정규시즌
2024.01.07,일,16:00,페퍼스타디움,페퍼저축은행,1,흥국생명,3,False,정규시즌
2024.01.09,화,19:00,화성종합실내체육관,IBK기업은행,1,한국도로공사,3,False,정규시즌
2024.01.10,수,19:00,수원체육관,현대건설,3,GS칼텍스,2,True,정규시즌
2024.01.11,목,19:00,대전충무체육관,정관장,3,페퍼저축은행,1,True,정규시즌
2024.01.12,금,19:00,인천삼산월드체육관,흥국생명,3,한국도로공사,1,True,정규시즌
2024.01.13,토,16:00,서울장충체육관,GS칼텍스,3,IBK기업은행,2,True,정규시즌
2024.01.14,일,16:00,수원체육관,현대건설,3,정관장,0,True,정규시즌
2024.01.16,화,19:00,김천실내체육관,한국도로공사,3,페퍼저축은행,0,True,정규시즌
2024.01.17,수,19:00,서울장충체육관,GS칼텍스,3,흥국생명,1,True,정규시즌
2024.01.18,목,19:00,화성종합실내체육관,IBK기업은행,0,정관장,3,False,정규시즌
2024.01.19,금,19:00,페퍼스타디움,페퍼저축은행,1,현대건설,3,False,정규시즌
2024.01.30,화,19:00,김천실내체육관,한국도로공사,0,흥국생명,3,False,정규시즌
2024.01.31,수,19:00,수원체육관,현대건설,3,페퍼저축은행,1,True,정규시즌
2024.02.01,목,19:00,대전충무체육관,정관장,3,IBK기업은행,1,True,정규시즌
2024.02.02,금,19:00,서울장충체육관,GS칼텍스,0,흥국생명,3,False,정규시즌
2024.02.03,토,16:00,페퍼스타디움,페퍼저축은행,1,한국도로공사,3,False,정규시즌
2024.02.04,일,16:00,대전충무체육관,정관장,3,현대건설,2,True,정규시즌
2024.02.06,화,19:00,페퍼스타디움,페퍼저축은행,2,GS칼텍스,3,False,정규시즌
2024.02.07,수,19:00,김천실내체육관,한국도로공사,0,IBK기업은행,3,False,정규시즌
2024.02.08,목,19:00,인천삼산월드체육관,흥국생명,3,정관장,1,True,정규시즌
2024.02.09,금,16:00,서울장충체육관,GS칼텍스,1,현대건설,3,False,정규시즌
2024.02.10,토,16:00,화성종합실내체육관,IBK기업은행,3,페퍼저축은행,0,True,정규시즌
2024.02.11,일,16:00,대전충무체육관,정관장,3,한국도로공사,1,True,정규시즌
2024.02.12,월,16:00,수원체육관,현대건설,0,흥국생명,3,False,정규시즌
2024.02.14,수,19:00,김천실내체육관,한국도로공사,3,GS칼텍스,1,True,정규시즌
2024.02.15,목,19:00,인천삼산월드체육관,흥국생명,3,IBK기업은행,2,True,정규시즌
2024.02.16,금,19:00,페퍼스타디움,페퍼저축은행,1,정관장,3,False,정규시즌
2024.02.17,토,16:00,수원체육관,현대건설,3,한국도로공사,2,True,정규시즌
2024.02.18,일,16:00,화성종합실내체육관,IBK기업은행,3,GS칼텍스,0,True,정규시즌
2024.02.20,화,19:00,인천삼산월드체육관,흥국생명,3,페퍼저축은행,1,True,정규시즌
2024.02.21,수,19:00,서울장충체육관,GS칼텍스,0,정관장,3,False,정규시즌
2024.02.22,목,19:00,수원체육관,현대건설,3,IBK기업은행,2,True,정규시즌
2024.02.23,금,19:00,김천실내체육관,한국도로공사,2,페퍼저축은행,3,False,정규시즌
2024.02.24,토,16:00,대전충무체육관,정관장,3,흥국생명,1,True,정규시즌
2024.02.25,일,16:00,서울장충체육관,GS칼텍스,3,IBK기업은행,0,True,정규시즌
2024.02.27,화,19:00,김천실내체육관,한국도로공사,1,정관장,3,False,정규시즌
2024.02.28,수,19:00,수원체육관,현대건설,3,GS칼텍스,0,True,정규시즌
2024.02.29,목,19:00,페퍼스타디움,페퍼저축은행,2,IBK기업은행,3,False,정규시즌
2024.03.01,금,13:50,인천삼산월드체육관,흥국생명,3,한국도로공사,1,True,정규시즌
2024.03.02,토,16:00,수원체육관,현대건설,2,정관장,3,False,정규시즌
2024.03.03,일,16:00,서울장충체육관,GS칼텍스,3,페퍼저축은행,0,True,정규시즌
2024.03.05,화,19:00,화성종합실내체육관,IBK기업은행,1,흥국생명,3,False,정규시즌
2024.03.06,수,19:00,김천실내체육관,한국도로공사,3,현대건설,2,True,정규시즌
2024.03.07,목,19:00,대전충무체육관,정관장,3,GS칼텍스,0,True,정규시즌
2024.03.08,금,19:00,페퍼스타디움,페퍼저축은행,3,흥국생명,1,True,정규시즌
2024.03.09,토,13:50,수원체육관,현대건설,3,IBK기업은행,0,True,정규시즌
2024.03.10,일,16:00,서울장충체육관,GS칼텍스,0,한국도로공사,3,False,정규시즌
2024.03.12,화,19:00,수원체육관,현대건설,0,흥국생명,3,False,정규시즌
2024.03.13,수,19:00,대전충무체육관,정관장,1,페퍼저축은행,3,False,정규시즌
2024.03.14,목,19:00,화성종합실내체육관,IBK기업은행,3,한국도로공사,2,True,정규시즌
2024.03.15,금,19:00,인천삼산월드체육관,흥국생명,3,GS칼텍스,0,True,정규시즌
2024.03.16,토,16:00,페퍼스타디움,페퍼저축은행,1,현대건설,3,False,정규시즌
2024.03.17,일,16:00,화성종합실내체육관,IBK기업은행,3,정관장,0,True,정규시즌
2024.03.22,금,19:00,인천삼산월드체육관,흥국생명,3,정관장,1,True,플레이오프
2024.03.24,일,19:00,대전충무체육관,정관장,3,흥국생명,1,True,플레이오프
2024.03.26,화,19:00,인천삼산월드체육관,흥국생명,3,정관장,0,True,플레이오프
2024.03.28,목,19:00,수원체육관,현대건설,3,흥국생명,2,True,챔피언결정전
2024.03.30,토,13:55,수원체육관,현대건설,3,흥국생명,2,True,챔피언결정전
2024.04.01,월,19:00,인천삼산월드체육관,흥국생명,2,현대건설,3,False,챔피언결정전
2024.10.19,토,16:00,수원체육관,현대건설,1,흥국생명,3,False,정규시즌
2024.10.20,일,16:00,대전충무체육관,정관장,3,GS칼텍스,0,True,정규시즌
2024.10.22,화,19:00,김천실내체육관,한국도로공사,0,페퍼저축은행,3,False,정규시즌
2024.10.23,수,19:00,화성종합실내체육관,IBK기업은행,1,현대건설,3,False,정규시즌
2024.10.24,목,19:00,인천삼산월드체육관,흥국생명,3,GS칼텍스,0,True,정규시즌
2024.10.25,금,19:00,페퍼스타디움,페퍼저축은행,2,정관장,3,False,정규시즌
2024.10.26,토,16:00,김천실내체육관,한국도로공사,1,IBK기업은행,3,False,정규시즌
2024.10.27,일,16:00,서울장충체육관,GS칼텍스,0,현대건설,3,False,정규시즌
2024.10.29,화,19:00,인천삼산월드체육관,흥국생명,3,페퍼저축은행,1,True,정규시즌
2024.10.30,수,19:00,대전충무체육관,정관장,2,IBK기업은행,3,False,정규시즌
2024.10.31,목,19:00,수원체육관,현대건설,3,한국도로공사,2,True,정규시즌
2024.11.01,금,19:00,페퍼스타디움,페퍼저축은행,1,GS칼텍스,3,False,정규시즌
2024.11.02,토,16:00,화성종합실내체육관,IBK기업은행,0,흥국생명,3,False,정규시즌
2024.11.03,일,16:00,김천실내체육관,한국도로공사,0,정관장,3,False,정규시즌
2024.11.05,화,19:00,수원체육관,현대건설,3,페퍼저축은행,1,True,정규시즌
2024.11.06,수,19:00,서울장충체육관,GS칼텍스,2,IBK기업은행,3,False,정규시즌
2024.11.07,목,19:00,김천실내체육관,한국도로공사,1,흥국생명,3,False,정규시즌
2024.11.08,금,19:00,대전충무체육관,정관장,1,현대건설,3,False,정규시즌
2024.11.09,토,16:00,페퍼스타디움,페퍼저축은행,0,IBK기업은행,3,False,정규시즌
2024.11.10,일,16:00,서울장충체육관,GS칼텍스,1,한국도로공사,3,False,정규시즌
2024.11.12,화,19:00,인천삼산월드체육관,흥국생명,3,정관장,2,True,정규시즌
2024.11.13,수,19:00,페퍼스타디움,페퍼저축은행,0,현대건설,3,False,정규시즌
2024.11.14,목,19:00,화성종합실내체육관,IBK기업은행,3,GS칼텍스,1,True,정규시즌
2024.11.15,금,19:00,인천삼산월드체육관,흥국생명,3,한국도로공사,1,True,정규시즌
2024.11.16,토,16:00,수원체육관,현대건설,3,정관장,1,True,정규시즌
2024.11.17,일,16:00,화성종합실내체육관,IBK기업은행,3,페퍼저축은행,0,True,정규시즌
2024.11.19,화,19:00,김천실내체육관,한국도로공사,3,GS칼텍스,1,True,정규시즌
2024.11.20,수,19:00,대전충무체육관,정관장,0,흥국생명,3,False,정규시즌
2024.11.21,목,19:00,수원체육관,현대건설,2,IBK기업은행,3,False,정규시즌
2024.11.22,금,19:00,페퍼스타디움,페퍼저축은행,3,한국도로공사,2,True,정규시즌
2024.11.23,토,16:00,서울장충체육관,GS칼텍스,2,정관장,3,False,정규시즌
2024.11.24,일,16:00,인천삼산월드체육관,흥국생명,3,현대건설,1,True,정규시즌
2024.11.26,화,19:00,김천실내체육관,한국도로공사,0,IBK기업은행,3,False,정규시즌
2024.11.27,수,19:00,대전충무체육관,정관장,1,페퍼저축은행,3,False,정규시즌
2024.11.28,목,19:00,서울장충체육관,GS칼텍스,1,흥국생명,3,False,정규시즌
2024.11.29,금,19:00,김천실내체육관,한국도로공사,1,현대건설,3,False,정규시즌
2024.11.30,토,16:00,화성종합실내체육관,IBK기업은행,0,정관장,3,False,정규시즌
2024.12.01,일,16:00,페퍼스타디움,페퍼저축은행,0,흥국생명,3,False,정규시즌
2024.12.03,화,19:00,수원체육관,현대건설,3,GS칼텍스,0,True,정규시즌
2024.12.04,수,19:00,대전충무체육관,정관장,3,한국도로공사,0,True,정규시즌
2024.12.05,목,19:00,인천삼산월드체육관,흥국생명,3,IBK기업은행,2,True,정규시즌
2024.12.06,금,19:00,페퍼스타디움,페퍼저축은행,3,GS칼텍스,1,True,정규시즌
2024.12.07,토,16:00,김천실내체육관,한국도로공사,1,정관장,3,False,정규시즌
2024.12.08,일,16:00,화성종합실내체육관,IBK기업은행,0,현대건설,3,False,정규시즌
2024.12.10,화,19:00,인천삼산월드체육관,흥국생명,3,페퍼저축은행,0,True,정규시즌
2024.12.11,수,19:00,서울장충체육관,GS칼텍스,2,한국도로공사,3,False,정규시즌
2024.12.12,목,19:00,대전충무체육관,정관장,3,현대건설,2,True,정규시즌
2024.12.13,금,19:00,화성종합실내체육관,IBK기업은행,0,흥국생명,3,False,정규시즌
2024.12.14,토,16:00,페퍼스타디움,페퍼저축은행,3,GS칼텍스,0,True,정규시즌
2024.12.15,일,16:00,수원체육관,현대건설,3,한국도로공사,1,True,정규시즌
2024.12.17,화,19:00,인천삼산월드체육관,흥국생명,1,정관장,3,False,정규시즌
2024.12.18,수,19:00,서울장충체육관,GS칼텍스,1,IBK기업은행,3,False,정규시즌
2024.12.19,목,19:00,김천실내체육관,한국도로공사,3,페퍼저축은행,2,True,정규시즌
2024.12.20,금,19:00,수원체육관,현대건설,3,흥국생명,0,True,정규시즌
2024.12.21,토,16:00,대전충무체육관,정관장,3,GS칼텍스,1,True,정규시즌
2024.12.22,일,16:00,페퍼스타디움,페퍼저축은행,1,IBK기업은행,3,False,정규시즌
2024.12.24,화,19:00,김천실내체육관,한국도로공사,3,흥국생명,0,True,정규시즌
2024.12.25,수,16:00,서울장충체육관,GS칼텍스,0,현대건설,3,False,정규시즌
2024.12.26,목,19:00,페퍼스타디움,페퍼저축은행,2,정관장,3,False,정규시즌
2024.12.27,금,19:00,화성종합실내체육관,IBK기업은행,3,한국도로공사,0,True,정규시즌
2024.12.28,토,13:57,인천삼산월드체육관,흥국생명,3,GS칼텍스,0,True,정규시즌
2024.12.29,일,16:00,페퍼스타디움,페퍼저축은행,3,현대건설,2,True,정규시즌
2024.12.31,화,19:00,대전충무체육관,정관장,3,IBK기업은행,0,True,정규시즌
